Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity,EpiphytePerAreagcm2,EpiphytePerAreamgcm2,CanopyHeight,Epifauna_all,Epifauna_large,TempAnomWarm_April,TempAnomWarm_May,EpiphytePerAreaMeadowMg,TempAnomWarm_June,MonthlyMeanTemp_June,DensityLog,Ampithoid_all,Ampithoid_large,Lacuna_all,Lacuna_large,Idoteid_all,Idoteid_large,Latitude,Richness_all,Richness_large,TidalHeightBinary,YearBinary,Meadow
m20,2021-07-26,AK.C.4.L.20,AK,C,L,4,20,901,6,68,901,6,NA,N,N,0.00340000000000007,54.06,NA,2021,5,1,0.505350336,47.52333616,54.06,0.00934795294117647,6.289308176100759e-5,0.0628930817610076,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m4,2021-07-26,AK.C.5.L.16,AK,C,L,5,16,901,6,121,901,6,NA,N,N,0.002,54.06,NA,2021,6,1,0.17618048,50.86941696,54.06,0.00325898039215686,3.699593044765076e-5,0.03699593044765076,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m8,2021-07-26,AK.C.5.L.17,AK,C,L,5,17,774,4,172,774,4,NA,N,N,0.00209999999999999,30.96,NA,2021,5,1,0.0439372544,31.6618974336,31.705834688,0.00138577819610689,6.623386580624532e-5,0.06623386580624531,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m12,2021-07-26,AK.C.5.L.18,AK,C,L,5,18,1050,6,204,1050,6,NA,N,N,0.0570999999999999,63,NA,2021,5,1,0.824992064,51.0427749568,63,0.0130951121269841,9.063492063492047e-4,0.9063492063492047,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m16,2021-07-26,AK.C.5.L.19,AK,C,L,5,19,466,5,148,466,5,NA,N,Y,0.00129999999999997,23.3,NA,2021,5,1,0.053213696,6.770723712,23.3,0.00228384961373391,5.5793991416307725e-5,0.055793991416307726,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m20,2021-07-26,AK.C.5.L.20,AK,C,L,5,20,806,4,174,806,4,NA,Y,Y,0.003,32.24,NA,2021,5,1,0.1330881728,44.4161596864,44.5492478592,0.00298743927665471,6.734120426638047e-5,0.06734120426638046,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m4,2021-07-26,AK.C.6.L.16,AK,C,L,6,16,685,6,50,685,6,NA,N,N,0.00119999999999998,41.1,NA,2021,5,1,0.090427328,32.2966505344,41.1,0.00220017829683698,2.9197080291970313e-5,0.029197080291970313,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m8,2021-07-26,AK.C.6.L.17,AK,C,L,6,17,614,6,92,614,6,NA,Y,N,0.002,36.84,NA,2021,5,1,0.032539456,40.0264612288,40.0590006848,8.1228826090878e-4,4.9926357767553616e-5,0.049926357767553615,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m12,2021-07-26,AK.C.6.L.18,AK,C,L,6,18,698,5,98,698,5,NA,N,N,0.002,34.9,NA,2021,4,1,0.0522069504,22.7045043008,34.9,0.00149590115759312,5.730659025787966e-5,0.05730659025787966,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m16,2021-07-26,AK.C.6.L.19,AK,C,L,6,19,921,6,46,921,6,NA,Y,N,NA,55.26,Transcription error in epiphyte weight?,2021,5,1,1.558837696,42.3985156608,55.26,0.0282091512124502,NA,NA,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m20,2021-07-26,AK.C.6.L.20,AK,C,L,6,20,909,6,132,909,6,NA,N,N,0.00190000000000001,54.54,NA,2021,5,0,0,54.9280938688,54.9280938688,0,3.4590677851270556e-5,0.034590677851270554,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,0,1,AK_C
m4,2021-07-26,AK.C.1.U.16,AK,C,U,1,16,572,4,40,572,4,NA,N,N,0.00119999999999998,22.88,NA,2021,4,1,5.455122944,14.135067776,22.88,0.238423205594406,5.244755244755157e-5,0.052447552447551574,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m8,2021-07-26,AK.C.1.U.17,AK,C,U,1,17,830,4,99,830,4,NA,Y,Y,0.00130000000000008,33.2,NA,2021,3,1,0.653845312,3.948600064,33.2,0.0196941359036145,3.9156626506026504e-5,0.039156626506026505,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m12,2021-07-26,AK.C.1.U.18,AK,C,U,1,18,560,4,82,560,4,NA,N,N,0.00109999999999999,22.4,NA,2021,5,1,8.8244667584,7.9651374784,22.4,0.393949408857143,4.910714285714242e-5,0.04910714285714242,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m16,2021-07-26,AK.C.1.U.19,AK,C,U,1,19,684,4,98,684,4,NA,N,N,0.00250000000000006,27.36,NA,2021,4,1,1.6766269312,17.9417167104,27.36,0.0612802240935673,9.137426900585014e-5,0.09137426900585015,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m20,2021-07-26,AK.C.1.U.20,AK,C,U,1,20,599,5,50,599,5,NA,Y,N,0.00120000000000009,29.95,NA,2021,5,1,3.32765376,27.7911403776,31.1187941376,0.10693389163108,3.8561905538304984e-5,0.038561905538304984,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m4,2021-07-26,AK.C.2.U.16,AK,C,U,2,16,426,5,83,426,5,NA,Y,N,0.00119999999999998,21.3,NA,2021,4,1,0.0862385472,18.9862512256,21.3,0.00404875808450704,5.6338028169013144e-5,0.05633802816901314,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m8,2021-07-26,AK.C.2.U.17,AK,C,U,2,17,237,3,72,237,3,NA,N,N,0.00119999999999998,7.11,NA,2021,5,1,0.027505728,6.1410402944,7.11,0.00386859746835443,1.6877637130801405e-4,0.16877637130801404,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m12,2021-07-26,AK.C.2.U.18,AK,C,U,2,18,384,3,76,384,3,NA,N,N,0.00149999999999995,11.52,NA,2021,5,0,0,10.7350182208,11.52,0,1.30208333333329e-4,0.13020833333332898,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m16,2021-07-26,AK.C.2.U.19,AK,C,U,2,19,491,3,82,491,3,NA,N,N,0.0011000000000001,14.73,NA,2021,5,0,0,14.9561227456,14.9561227456,0,7.354847367267786e-5,0.07354847367267786,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m20,2021-07-26,AK.C.2.U.20,AK,C,U,2,20,483,3,94,483,3,NA,N,Y,7.0000000000003e-4,14.49,NA,2021,4,1,3.962982144,10.5464331968,14.5094153408,0.273131759682709,4.824453525922943e-5,0.04824453525922943,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m4,2021-07-26,AK.C.3.U.16,AK,C,U,3,16,969,6,168,969,6,NA,Y,N,0.00180000000000002,58.14,NA,2021,4,1,1.0992942848,34.9701533632,58.14,0.0189077104368765,3.0959752321981763e-5,0.030959752321981764,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m8,2021-07-26,AK.C.3.U.17,AK,C,U,3,17,1081,6,204,1081,6,NA,N,N,0.00180000000000002,64.86,NA,2021,5,0,0,51.0990987776,64.86,0,2.7752081406105765e-5,0.027752081406105765,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m12,2021-07-26,AK.C.3.U.18,AK,C,U,3,18,1005,6,191,1005,6,NA,N,N,0.00140000000000007,60.3,NA,2021,5,1,0.1168544,44.1396282432,60.3,0.00193788391376451,2.3217247097845276e-5,0.023217247097845277,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m16,2021-07-26,AK.C.3.U.19,AK,C,U,3,19,1181,6,157,1181,6,NA,N,N,8.0000000000002e-4,70.86,NA,2021,4,1,0.032179904,46.1543778752,70.86,4.5413355913068e-4,1.128986734405899e-5,0.01128986734405899,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m20,2021-07-26,AK.C.3.U.20,AK,C,U,3,20,872,5.5,165,872,5.5,NA,N,N,0.00170000000000003,47.96,NA,2021,4,1,0.896093472,29.0830107136,47.96,0.0186841841534612,3.544620517097644e-5,0.03544620517097644,0.8318666666666666,-0.3783957962255127,-0.4583935887960231,7.948060606060621,0.15820202020205087,0.08476056242920173,5.505404040403805,11.075566666666669,2.6446026909177047,-1.9597500244941954,-1.9597500244941954,-1.3598000807196446,-1.658459596740773,-1.685492208318503,-1.685492208318503,55.7073165,21,20,1,1,AK_C
m4,2021-07-23,AK.D.4.L.16,AK,D,L,4,16,707,6,86,707,6,NA,N,N,6.0000000000004e-4,42.42,NA,2021,3,1,22.017975712,5.999304896,42.42,0.519047046487506,1.4144271570015086e-5,0.014144271570015085,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m8,2021-07-23,AK.D.4.L.17,AK,D,L,4,17,423,4,34,423,4,NA,N,N,8.9999999999995e-4,16.92,NA,2021,5,1,0.046382208,17.0945223104,17.1409045184,0.00270593701459633,5.2505980593605196e-5,0.052505980593605193,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m12,2021-07-23,AK.D.4.L.18,AK,D,L,4,18,466,4,53,466,4,NA,N,N,0.005,18.64,NA,2021,4,1,6.724431392,9.1206117632,18.64,0.360752757081545,2.682403433476395e-4,0.26824034334763946,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m16,2021-07-23,AK.D.4.L.19,AK,D,L,4,19,500,4,50,500,4,NA,N,N,0.00460000000000005,20,NA,2021,3,1,10.272760192,6.5906960256,20,0.5136380096,2.300000000000025e-4,0.2300000000000025,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m20,2021-07-23,AK.D.4.L.20,AK,D,L,4,20,646,5,56,646,5,NA,N,N,5.0000000000005e-4,32.3,NA,2021,5,0,0,28.9813114304,32.3,0,1.547987616099226e-5,0.015479876160992261,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m4,2021-07-23,AK.D.5.L.16,AK,D,L,5,16,494,6,153,494,6,NA,N,N,0.00049999999999994005,29.64,NA,2021,5,0,0,27.7353199296,29.64,0,1.6869095816462214e-5,0.016869095816462214,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m8,2021-07-23,AK.D.5.L.17,AK,D,L,5,17,702,7,80,702,7,NA,N,N,0.00600000000000001,49.14,NA,2021,6,0,0,47.5455025408,49.14,0,1.221001221001223e-4,0.12210012210012229,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m12,2021-07-23,AK.D.5.L.18,AK,D,L,5,18,620,5,134,620,5,NA,N,N,0.00249999999999995,31,NA,2021,5,0,0,29.953737792,31,0,8.064516129032097e-5,0.08064516129032097,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m16,2021-07-23,AK.D.5.L.19,AK,D,L,5,19,511,4,125,511,4,NA,N,N,0.00209999999999999,20.44,NA,2021,4,0,0,16.7529299328,20.44,0,1.0273972602739677e-4,0.10273972602739677,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m20,2021-07-23,AK.D.5.L.20,AK,D,L,5,20,597,4,123,597,4,NA,N,N,0.00309999999999999,23.88,NA,2021,4,0,0,21.4060901184,23.88,0,1.2981574539363443e-4,0.12981574539363444,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m4,2021-07-23,AK.D.6.L.16,AK,D,L,6,16,1028,8,246,1028,8,NA,N,N,0.00329999999999997,82.24,NA,2021,4,0,0,48.3136134784,82.24,0,4.012645914396851e-5,0.04012645914396851,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m8,2021-07-23,AK.D.6.L.17,AK,D,L,6,17,982,6,160,982,6,NA,N,N,0.00119999999999998,58.92,NA,2021,4,0,0,37.6378674048,58.92,0,2.0366598778003733e-5,0.020366598778003734,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m12,2021-07-23,AK.D.6.L.18,AK,D,L,6,18,772,6,136,772,6,NA,N,N,0.00150000000000006,46.32,NA,2021,5,0,0,32.2368750144,46.32,0,3.238341968912047e-5,0.03238341968912047,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m16,2021-07-23,AK.D.6.L.19,AK,D,L,6,19,732,5,132,732,5,NA,N,N,0.00360000000000005,36.6,NA,2021,5,1,0.047910304,22.2887902784,36.6,0.00130902469945355,9.836065573770628e-5,0.09836065573770628,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
m20,2021-07-23,AK.D.6.L.20,AK,D,L,6,20,728,4,134,728,4,NA,N,N,0.0313,29.12,NA,2021,4,0,0,16.075030592,29.12,0,0.0010748626373626373,1.0748626373626373,0.6697333333333334,0.6394136738191292,0.3264484837793856,13.1241515151515,1.4066666666666618,0.22681890356035123,1.7360909090908994,11.184133333333332,1.9510135393091264,-1.9385388173770104,-1.9385388173770104,-0.7496988692547395,-1.424769353004219,-1.1230242511996362,-1.1230242511996362,55.24895733333334,30,26,0,1,AK_D
